exp_id	residual	solution_norm	solution_mean	status	description	agent	design	elapsed_s	solution_energy
exp001	5.63592552e-11	0.000000	-0.000000	keep	trivial branch, u_offset=0.0, default solver	agent0	initial_cond	0	-0.000000
exp002	5.63592552e-11	0.000000	-0.000000	discard	trivial branch, u_offset=0.0, default config	agent1	initial_cond	0	-0.000000
exp003	5.72745888e-09	1.002503	1.000218	discard	positive branch, u_offset=+0.9, default solver	agent0	initial_cond	0	-1.523848
exp004	5.72745888e-09	1.002503	1.000218	discard	positive branch, u_offset=0.9	agent1	initial_cond	0	-1.523848
exp005	2.41595655e-09	1.002503	-1.000218	discard	negative branch, u_offset=-0.9, default solver	agent0	initial_cond	0	-1.523848
exp006	2.41595655e-09	1.002503	-1.000218	discard	negative branch, u_offset=-0.9	agent1	initial_cond	0	-1.523848
exp007	8.81934684e-11	1.002503	1.000218	discard	positive branch, u_offset=+0.9, n_nodes=200, tol=1e-10	agent0	solver_param	0	-1.523848
exp008	8.81934685e-11	1.002503	-1.000218	discard	negative branch, u_offset=-0.9, n_nodes=200, tol=1e-10	agent0	solver_param	0	-1.523848
exp009	8.81934685e-11	1.002503	-1.000218	discard	negative branch, u_offset=-0.9, 200 nodes, tol=1e-10	agent1	solver_param	0	-1.523848
exp010	2.98337043e-13	0.000000	-0.000000	keep	trivial branch, u_offset=0, n_nodes=200, tol=1e-10	agent0	solver_param	1	-0.000000
exp011	8.81934684e-11	1.002503	1.000218	discard	positive branch, u_offset=0.9, 200 nodes, tol=1e-10	agent1	solver_param	1	-1.523848
exp012	2.60019365e-11	1.002503	1.000218	discard	positive branch, u_offset=+0.9, n_nodes=300, tol=1e-10	agent0	solver_param	0	-1.523848
exp013	2.98337043e-13	0.000000	-0.000000	discard	trivial branch, u_offset=0.0, 200 nodes, tol=1e-10	agent1	solver_param	0	-0.000000
exp014	0.00000000e+00	0.000000	0.000000	keep	trivial branch, u_offset=0, amp=0, n_nodes=300, tol=1e-10	agent0	initial_cond	0	0.000000
exp015	2.98147269e-13	0.000000	-0.000000	discard	trivial branch, u_offset=0.0, 300 nodes, tol=1e-10	agent1	solver_param	0	-0.000000
exp016	8.77450245e-11	1.002503	1.000218	discard	positive branch, u_offset=+1.0, amp=0, n_nodes=300, tol=1e-10	agent0	initial_cond	0	-1.523848
exp017	2.60019365e-11	1.002503	1.000218	discard	positive branch, u_offset=0.9, 300 nodes, tol=1e-10	agent1	solver_param	0	-1.523848
exp018	8.58922841e-11	1.002503	-1.000218	discard	negative branch, u_offset=-0.9, 300 nodes, tol=1e-10	agent1	solver_param	0	-1.523848
exp019	8.77448543e-11	1.002503	1.000218	discard	positive branch, u_offset=+1.0, amp=0.15, n_nodes=300, tol=1e-10	agent0	initial_cond	0	-1.523848
exp020	2.60019365e-11	1.002503	-1.000218	discard	negative branch, u_offset=-0.9, amplitude=0, 300 nodes, tol=1e-10	agent1	initial_cond	0	-1.523848
exp021	2.60019368e-11	1.002503	1.000218	discard	positive branch, u_offset=+0.85, amp=0.1, n_nodes=300, tol=1e-10	agent0	initial_cond	0	-1.523848
exp022	2.60019365e-11	1.002503	1.000218	discard	positive branch, u_offset=0.9, amplitude=0, 300 nodes, tol=1e-10	agent1	initial_cond	0	-1.523848
exp023	2.60019365e-11	1.002503	1.000218	discard	positive branch, u_offset=0.9, amplitude=0.15, mode 1, 300 nodes, tol=1e-10	agent1	perturbation	1	-1.523848
exp024	8.58922841e-11	1.002503	1.000218	discard	positive branch, u_offset=+0.9, amp=0.1, phase=pi, n_nodes=300, tol=1e-10	agent0	perturbation	0	-1.523848
exp025	8.77450245e-11	1.002503	1.000218	discard	positive branch, u_offset=1.0, flat IC, 300 nodes, tol=1e-10	agent1	initial_cond	1	-1.523848
exp026	crash	0	0	crash	positive branch, Fourier spectral solver, u_offset=+0.9	agent0	solver_param	1	0
exp027	8.77449666e-11	1.002503	-1.000218	discard	branch boundary probe, u_offset=0.5, 300n, tol=1e-10	agent1	branch_search	0	-1.523848
